Vehicle ID,motor_cycle,truck_small,truck_large,bus,taxi,bicycle,scooter,pedestrian,inanimate,train,tram,vehicle_other,Driver_id
A-748597,0,0,0,0,0,4,0,0,0,0,0,0,1012281
A-748598,0,0,4,0,0,0,0,0,0,0,0,0,1011650
A-748599,0,0,0,0,0,0,0,0,0,0,0,2,1010292
A-748600,0,0,0,0,0,0,0,0,0,0,0,0,1011585
A-748601,0,0,0,0,0,0,1,0,0,0,1,0,979114
A-748602,0,1,1,0,0,0,0,0,0,0,0,0,1007417
A-748603,0,1,0,0,0,1,0,0,0,0,1,0,1012038
A-748604,0,1,0,1,0,0,0,0,0,0,0,0,1012217
A-748605,0,0,0,0,0,0,0,0,0,0,0,0,1012204
A-748606,0,0,0,0,1,0,0,0,0,0,0,0,1012020
A-748607,0,0,0,0,0,0,0,0,0,0,1,1,1012019
A-748608,0,0,0,0,0,3,0,0,0,0,0,1,1012022
A-748609,0,0,2,0,0,0,0,0,0,0,0,0,1011998
A-748610,0,0,1,0,0,0,0,0,0,0,0,0,923035
A-748611,0,0,1,0,0,0,0,0,0,0,0,0,1011990
A-748612,0,0,0,0,0,0,0,0,0,0,0,0,1012168
A-748613,0,0,0,0,0,0,0,0,0,0,0,1,1011907
A-748614,0,0,3,0,0,0,0,0,0,0,0,0,1002974
A-748615,0,0,0,1,0,0,0,0,0,0,0,1,1011733
A-748616,0,0,3,0,0,0,0,0,0,0,0,0,1011952
A-748617,0,0,1,1,0,0,0,0,0,0,0,0,1011948
A-748618,0,0,1,0,0,0,0,0,0,0,0,0,1011753
A-748619,0,1,1,0,0,0,0,0,0,0,0,0,1011752
A-748620,0,0,1,0,0,0,0,0,0,0,0,0,1011665
A-748621,0,0,0,0,0,2,0,0,0,0,0,0,1011748
A-748622,0,1,0,0,0,0,0,0,0,0,0,1,927787
A-748623,0,0,0,1,0,0,0,0,0,0,1,0,1009798
A-748624,0,1,0,0,0,0,0,0,0,0,0,1,1011715
A-748625,0,0,2,0,0,0,0,0,0,0,0,1,1011857
A-748626,0,0,0,0,0,0,0,0,0,0,0,0,1011666
A-748627,1,0,0,0,2,0,0,0,0,0,0,0,1005884
A-748628,0,1,0,0,1,0,0,0,0,0,0,0,1011721
A-748629,0,1,0,0,0,0,0,0,0,0,0,0,1011894
A-748630,0,1,0,0,0,0,0,0,0,0,0,1,1011710
A-748631,0,0,0,0,0,0,0,0,0,0,0,0,1011816
A-748632,0,0,0,0,0,0,0,0,0,0,0,0,1011693
A-748633,0,0,0,0,0,0,0,0,0,0,0,0,1011873
A-748634,0,0,1,0,0,0,0,0,0,0,0,1,1011652
A-748635,3,0,0,0,0,0,0,0,0,0,0,0,1011655
A-748636,0,0,0,0,0,0,0,0,0,0,0,0,1010624
A-748637,0,1,1,0,0,0,0,0,0,0,0,1,1011550
A-748638,0,0,2,0,0,0,0,0,0,0,0,0,1011812
A-748639,1,0,0,0,0,0,0,0,0,0,0,1,1011807
A-748640,0,0,0,0,0,0,0,0,0,0,0,0,1002568
A-748641,0,1,1,0,0,0,0,0,0,0,0,0,1010149
A-748642,1,0,0,0,0,0,0,0,0,0,0,1,1011404
A-748643,0,0,1,0,1,0,0,0,0,0,0,0,1011597
A-748644,0,0,1,1,0,0,0,0,0,0,0,0,1011049
A-748645,0,0,0,0,0,0,0,0,0,0,0,0,1011555
A-748646,0,0,0,0,0,3,0,0,0,0,0,0,1011571
A-748647,1,0,0,0,1,0,0,0,0,0,0,0,1010409
A-748648,0,1,2,0,0,0,0,0,0,0,0,0,998229
A-748649,0,0,0,0,0,0,1,0,0,0,0,1,1011338
A-748650,0,1,0,0,1,0,0,0,0,0,0,0,1011320
A-748651,0,0,0,0,0,0,0,0,0,0,0,0,1011319
A-748652,0,0,0,0,0,0,0,0,0,0,0,1,1011471
A-748653,0,0,0,0,0,0,0,0,0,0,1,0,1011311
A-748654,0,0,0,0,0,0,0,0,0,0,0,0,1011478
A-748655,0,0,0,0,0,0,0,0,0,0,0,0,1011268
A-748656,0,0,0,0,0,0,0,0,0,0,0,0,1011283
A-748657,0,3,0,0,0,0,0,0,0,0,0,0,1011263
A-748658,0,2,0,0,0,0,0,0,0,0,0,0,1010379
A-748659,0,0,2,0,0,0,0,0,0,0,0,0,1011130
A-748660,0,1,1,0,0,0,0,0,0,0,0,0,1011256
A-748661,0,0,0,2,0,0,0,0,0,0,0,0,1004153
A-748662,0,2,0,0,0,0,0,0,0,0,0,0,965356
A-748663,0,0,0,0,0,0,0,0,0,0,0,2,1011395
A-748664,0,0,0,0,0,0,0,0,0,0,0,1,1007709
A-748665,0,0,1,0,0,1,0,0,0,0,0,0,1011211
A-748666,0,0,1,0,0,0,0,0,0,0,0,0,1011180
A-748667,1,0,0,0,0,0,0,0,0,0,0,0,1010103
A-748668,0,0,0,0,0,0,0,0,0,0,0,0,1011164
A-748669,0,0,0,0,0,0,0,0,0,0,0,0,1011148
A-748670,0,0,0,3,0,0,0,0,0,0,0,0,1004173
A-748671,2,1,0,0,0,0,0,0,0,0,0,0,1011128
A-748672,0,2,0,0,0,0,0,0,0,0,0,0,1010915
A-748673,0,0,0,1,0,0,0,0,0,1,0,0,1011055
A-748674,1,1,0,0,0,0,0,0,0,0,0,0,1011087
A-748675,0,0,1,1,0,0,0,0,0,0,0,0,1011073
A-748676,0,0,1,0,0,1,0,0,0,0,0,0,1010385
A-748677,0,0,0,0,0,0,0,0,0,0,0,0,1004514
A-748678,1,0,1,0,1,0,0,0,0,0,0,0,1010894
A-748679,0,0,2,0,0,0,0,0,0,0,0,0,1010895
A-748680,1,1,0,0,0,0,0,0,0,0,0,1,1010884
A-748681,0,0,3,0,0,0,0,0,0,0,0,0,1010875
A-748682,0,2,0,0,0,0,0,0,0,0,0,0,940886
A-748683,0,1,0,0,0,0,0,0,0,0,0,0,1011061
A-748684,1,0,0,0,1,0,0,0,0,0,0,0,944592
A-748685,0,0,2,0,0,0,0,0,0,0,0,0,1011050
A-748686,0,1,2,0,0,0,0,0,0,0,0,0,1008864
A-748687,0,0,0,0,0,0,0,0,0,0,0,1,1010794
A-748688,5,0,0,0,0,0,0,0,0,0,0,0,1010854
A-748689,1,1,0,0,0,0,0,0,0,0,0,0,1011020
A-748690,0,0,0,0,0,1,0,0,0,0,0,0,1011032
A-748691,0,0,0,0,0,0,0,0,0,0,0,1,1011017
A-748692,1,0,0,0,0,0,0,0,0,0,0,1,1010788
A-748693,0,0,0,0,0,0,0,0,0,0,0,0,1010824
A-748694,0,0,0,0,0,4,0,0,0,0,0,0,1010998
A-748695,0,0,2,0,0,0,0,0,0,0,1,0,1010812
A-748696,0,0,0,0,0,5,0,0,0,0,0,0,1007174
A-748697,0,0,2,0,1,0,0,0,0,0,0,0,1010801
A-748698,0,0,1,0,0,0,0,0,0,0,0,0,1010974
A-748699,0,3,0,0,0,0,0,0,0,0,0,0,1010776
A-748700,0,1,0,0,0,0,0,0,0,0,0,1,1008184
A-748701,0,0,1,0,0,0,0,0,0,0,0,2,1003727
A-748702,0,0,0,0,0,0,0,0,0,0,0,0,1009591
A-748703,0,1,0,0,0,0,0,0,0,0,0,0,1010750
A-748704,0,0,1,0,0,0,0,0,0,0,0,0,1010121
A-748705,1,0,1,0,0,0,0,0,0,0,0,0,1010721
A-748706,1,0,0,0,0,0,0,0,1,0,0,0,1010723
A-748707,0,0,1,0,0,0,0,0,0,0,0,0,1010526
A-748708,0,0,0,0,0,4,0,0,0,0,0,1,1010496
A-748709,0,1,0,1,0,0,0,0,0,0,0,0,1010493
A-748710,1,0,0,0,0,0,0,0,0,0,0,1,1010411
A-748711,0,4,0,0,0,0,0,0,0,0,0,0,988332
A-748712,0,1,1,0,0,0,0,0,0,0,0,0,1010686
A-748713,0,0,0,0,0,7,0,0,0,0,0,0,1010499
A-748714,0,1,0,0,0,0,0,0,0,0,0,0,1010474
A-748715,0,0,0,0,0,0,0,0,0,0,0,0,1010662
A-748716,0,0,2,0,0,0,0,0,0,0,0,0,1010658
A-748717,2,1,0,0,0,0,0,0,0,0,0,0,1010646
A-748718,0,0,0,0,0,0,0,0,0,0,0,1,1010645
A-748719,0,0,0,0,0,0,0,0,0,0,0,0,1009419
A-748720,0,0,0,0,0,0,0,1,1,0,0,0,1010629
A-748721,0,0,0,0,0,0,0,0,3,0,0,0,1010440
A-748722,0,0,0,0,0,0,0,0,2,0,0,0,1000799
A-748723,0,0,0,0,0,0,0,1,0,0,0,1,1010606
A-748724,0,0,1,0,1,0,0,1,0,0,0,0,1010419
A-748725,0,0,0,0,2,0,0,0,1,0,0,0,1010410
A-748726,1,0,1,0,0,0,0,0,2,0,0,0,1010390
A-748727,0,0,0,1,0,0,0,1,0,0,0,1,1009474
A-748728,0,0,0,0,0,1,0,0,2,0,0,0,1009147
A-748729,1,0,0,0,0,0,0,1,1,0,0,0,878883
A-748730,0,0,0,0,0,0,0,0,3,0,0,1,1005982
A-748731,0,0,0,1,1,0,0,0,1,0,0,0,1010159
A-748732,0,0,0,0,0,0,0,1,1,0,0,0,1000095
A-748733,0,0,2,0,0,0,0,0,2,0,0,0,1010321
A-748734,0,0,0,0,1,0,0,1,0,0,0,0,868543
A-748735,0,0,0,1,0,0,0,0,1,0,0,1,1010143
A-748736,0,0,0,0,0,0,0,1,3,0,0,0,1010303
A-748737,0,0,0,0,0,0,0,1,3,0,0,0,1010293
A-748738,0,0,1,0,0,0,0,0,3,0,0,0,1008590
A-748739,0,0,1,0,0,0,0,0,3,0,0,0,1010287
A-748740,0,0,1,0,0,0,0,0,1,0,0,0,1010124
A-748741,0,0,1,2,0,0,0,1,1,0,0,0,1010277
A-748742,0,0,0,1,0,0,0,1,1,0,0,0,926571
A-748743,0,0,1,0,0,1,0,0,2,0,0,0,1008388
A-748744,0,0,2,0,0,0,0,1,1,0,0,0,1010101
A-748745,0,0,0,0,1,0,0,0,0,0,0,2,1004102
A-748746,0,0,0,0,0,0,0,0,1,0,0,1,1010269
A-748747,0,0,0,0,0,0,0,0,1,0,0,1,1010097
A-748748,0,0,0,0,0,0,0,1,2,0,0,0,1009946
A-748749,0,0,1,0,0,0,0,0,0,0,0,2,1010083
A-748750,1,0,0,0,0,0,0,0,2,0,0,1,1010077
A-748751,0,0,0,0,1,0,0,0,2,0,0,0,1001931
A-748752,0,0,0,0,0,0,0,0,5,0,0,0,1010037
A-748753,0,0,0,0,1,0,0,0,1,0,0,1,1010000
A-748754,0,0,1,0,0,0,0,0,2,0,0,0,857062
A-748755,0,0,1,1,0,0,0,0,0,0,0,1,1004695
A-748756,0,0,0,0,0,0,0,0,4,0,0,0,1010187
A-748757,0,0,0,0,2,0,0,0,1,0,0,0,1010206
A-748758,0,0,0,1,0,0,0,0,2,0,0,0,1010193
A-748759,1,0,0,0,1,0,0,0,1,0,0,0,1010204
A-748760,0,0,0,0,1,0,0,0,1,0,0,1,1010003
A-748761,0,0,0,0,0,0,0,0,5,0,0,0,1010170
A-748762,0,0,0,0,0,0,0,0,1,0,0,0,1010030
A-748763,0,0,0,1,1,0,0,0,0,0,0,1,1010191
A-748764,0,0,2,0,0,0,0,0,1,0,0,0,1003720
A-748765,0,0,2,0,0,0,0,0,2,0,0,0,1010166
A-748766,0,0,2,0,0,0,0,0,1,0,0,0,989290
A-748767,0,0,0,0,0,0,1,0,1,0,0,0,1009960
A-748768,1,0,1,0,0,0,0,0,1,0,0,0,1010015
A-748769,0,0,1,0,0,0,0,0,1,0,0,1,1009939
A-748770,0,0,0,1,0,0,0,1,1,0,0,0,1010011
A-748771,1,0,0,0,0,0,0,0,3,0,0,0,985909
A-748772,0,0,0,0,0,0,0,0,0,0,0,2,1009979
A-748773,0,0,2,0,0,0,0,0,0,0,0,0,1009981
A-748774,0,0,0,0,0,0,0,0,5,0,0,0,981005
A-748775,0,0,0,0,0,0,0,0,3,0,0,1,1009751
A-748776,0,0,0,1,1,0,0,0,1,0,0,0,1008763
A-748777,0,0,1,0,0,0,0,0,3,0,0,0,1008224
A-748778,0,0,2,0,0,0,0,0,1,0,0,1,1009747
A-748779,0,0,1,1,0,0,0,0,3,0,0,1,1009737
A-748780,0,0,0,1,0,0,0,0,2,0,0,0,1009833
A-748781,0,0,0,0,2,0,0,0,0,0,0,0,1009699
A-748782,1,0,0,0,0,5,0,0,0,0,0,1,1009540
A-748783,0,0,1,0,3,0,0,0,1,0,0,0,763009
A-748784,0,0,1,0,0,0,0,0,3,0,0,0,1009796
A-748785,0,0,1,0,0,0,0,0,4,0,0,0,988006
A-748786,1,0,0,1,0,0,0,0,1,0,0,0,1009799
A-748787,0,0,0,0,0,0,0,0,3,0,0,0,1008870
A-748788,0,0,0,0,1,0,0,0,3,0,0,0,1009673
A-748789,0,0,0,0,0,0,0,0,2,0,0,0,1009664
A-748790,0,0,0,0,0,0,0,0,0,1,0,1,1007212
A-748791,0,0,0,0,1,0,0,0,1,0,0,0,1009772
A-748792,0,0,2,0,0,0,0,0,1,0,0,0,1003986
A-748793,0,0,0,0,0,0,0,1,3,0,0,0,1009763
A-748794,0,0,0,0,1,0,0,0,1,0,0,0,1001786
A-748795,1,0,0,0,0,0,0,0,1,0,0,0,1009553
A-748796,0,0,0,0,1,0,0,0,1,0,0,0,942739
A-748797,0,0,1,0,0,1,0,0,0,0,0,1,1009531
A-748798,0,0,0,1,0,1,0,0,1,0,0,0,1009533
A-748799,0,0,0,0,0,0,0,0,3,0,0,1,1009187
A-748800,1,0,0,1,0,0,0,0,5,0,0,0,1009510
A-748801,0,0,0,1,0,1,0,0,2,0,0,0,1009606
A-748802,0,0,0,0,0,0,0,1,3,0,0,0,1009595
A-748803,0,0,1,0,0,0,0,0,1,0,0,0,1009569
A-748804,0,0,0,0,1,0,0,0,2,0,0,0,1009563
A-748805,0,0,0,0,1,0,0,1,3,0,0,0,1008431
A-748806,0,0,0,0,0,0,0,0,0,0,0,0,1008811
A-748807,0,0,1,0,0,0,0,0,2,0,0,0,1009343
A-748808,0,0,0,1,0,0,0,0,4,0,0,0,1009320
A-748809,0,0,5,0,0,0,0,0,7,0,0,0,1009453
A-748810,0,0,0,0,0,0,0,1,4,0,0,0,993914
A-748811,0,0,0,0,0,0,0,0,2,0,0,1,1009301
A-748812,0,0,2,0,0,0,0,0,3,0,0,0,1009294
A-748813,0,0,3,0,0,0,0,0,2,0,0,0,1009288
A-748814,0,0,0,0,1,0,0,0,1,0,0,1,1009277
A-748815,2,0,0,0,0,0,0,0,4,0,0,0,1009416
A-748816,0,0,1,0,1,0,0,0,1,0,0,1,1009418
A-748817,1,0,0,0,0,0,0,0,0,0,0,0,1009413
A-748818,0,0,0,0,0,0,0,0,1,0,0,1,978488
A-748819,0,0,1,0,1,0,0,0,1,0,0,0,1009214
A-748820,2,0,2,0,0,0,0,0,0,0,0,0,1009398
A-748821,0,0,0,0,0,0,0,0,6,0,0,0,1009387
A-748822,0,0,0,0,0,0,0,1,3,0,0,0,1009392
A-748823,0,0,0,0,2,0,0,0,0,0,0,1,1009249
A-748824,0,0,3,0,0,0,0,0,1,0,0,1,1009120
A-748825,0,0,0,1,0,1,0,0,1,0,0,0,1009373
A-748826,0,0,0,0,0,1,0,0,0,0,0,1,1009226
A-748827,0,0,0,0,0,0,0,1,2,0,0,0,1009138
A-748828,0,0,1,0,0,0,0,0,4,0,0,0,994506
A-748829,0,0,0,0,0,0,0,1,2,0,0,0,1009152
A-748830,0,0,1,0,0,0,0,0,1,0,0,1,1009213
A-748831,0,0,0,2,0,0,0,0,1,0,0,0,1009153
A-748832,0,0,0,0,2,0,0,0,2,0,0,0,1003712
A-748833,0,0,1,0,0,0,0,0,2,0,0,1,1009193
A-748834,0,0,0,1,0,0,0,0,3,0,0,0,1003208
A-748835,0,0,0,0,0,0,0,0,0,1,0,1,1009171
A-748836,0,0,1,0,1,0,0,0,0,0,0,0,987382
A-748837,1,0,0,0,0,0,0,0,2,0,0,0,1008959
A-748838,0,0,0,1,2,0,0,0,1,0,0,0,1008958
A-748839,0,0,0,0,0,0,0,0,4,0,0,1,1009098
A-748840,0,0,0,0,0,0,0,0,4,0,0,0,1009082
A-748841,0,0,0,1,0,0,0,0,0,0,0,2,1007441
A-748842,0,0,0,2,0,0,0,0,0,0,0,1,1009060
A-748843,0,0,0,1,0,0,0,0,1,0,0,1,1008915
A-748844,0,0,0,0,0,0,0,0,0,0,0,0,1002861
A-748845,0,0,2,0,0,0,0,0,1,0,0,1,998473
A-748846,0,0,0,0,0,0,0,0,2,0,0,2,1008842
A-748847,0,0,0,1,0,0,0,0,3,0,0,0,1009024
A-748848,0,0,0,0,1,0,0,0,3,0,0,0,1008869
A-748849,0,0,2,0,0,0,0,0,0,0,0,0,1009008
A-748850,0,0,1,0,0,0,0,0,1,0,0,0,1008858
A-748851,1,0,1,0,0,0,0,0,2,0,0,0,1008845
A-748852,0,0,0,0,1,0,0,0,0,0,0,0,1008832
A-748853,0,0,1,0,1,0,0,0,2,0,0,0,931391
A-748854,0,0,0,0,0,0,0,0,3,0,0,1,988592
A-748855,0,0,0,0,0,1,0,0,2,0,0,0,1008791
A-748856,0,0,0,0,0,0,0,1,2,0,0,1,1008749
A-748857,0,0,1,0,0,0,0,0,2,0,0,0,1003434
A-748858,0,0,0,0,0,0,0,0,4,0,0,0,1008802
A-748859,2,0,0,0,0,0,0,0,2,0,0,0,1008040
A-748860,0,0,1,0,0,0,0,0,4,0,0,0,1008723
A-748861,0,0,1,0,0,0,0,1,4,0,0,1,1006108
A-748862,0,0,0,0,0,2,0,0,0,0,0,1,1008529
A-748863,0,0,0,1,0,0,0,0,2,0,0,0,985145
A-748864,0,0,0,0,0,0,0,0,1,0,0,2,1008550
A-748865,0,0,0,0,0,0,0,0,1,1,0,0,1008762
A-748866,0,0,0,1,0,0,0,1,1,0,0,0,1008334
A-748867,0,0,0,0,0,0,0,0,2,0,0,0,1008548
A-748868,3,0,1,0,0,0,0,0,0,0,0,0,1008709
A-748869,0,0,1,0,0,0,0,1,0,0,0,1,1008504
A-748870,0,0,0,0,0,0,1,0,1,0,0,0,1008519
A-748871,0,0,0,0,1,1,0,0,1,0,0,0,1008690
A-748872,3,0,0,0,0,0,0,0,1,0,0,0,1007615
A-748873,0,0,0,1,0,0,0,0,4,0,0,0,1008660
A-748874,1,0,1,0,0,0,0,0,1,0,0,0,1008491
A-748875,1,0,0,0,0,0,0,1,0,0,0,1,1008668
A-748876,0,0,0,0,0,2,0,0,1,0,0,0,1006841
A-748877,0,0,0,1,0,1,0,0,0,0,0,1,1008460
A-748878,1,0,1,0,1,0,0,0,2,0,0,0,1005146
A-748879,0,0,1,0,0,0,0,0,4,0,0,1,1008456
A-748880,0,0,0,0,0,0,0,0,0,1,0,0,1008635
A-748881,0,0,0,0,0,0,0,1,1,0,0,1,1008627
A-748882,0,0,1,0,0,2,0,0,1,0,0,0,1008625
A-748883,6,0,0,0,0,0,0,0,1,0,0,0,1003949
A-748884,0,0,0,1,1,0,0,0,0,0,0,1,1008593
A-748885,1,0,0,0,0,0,0,0,0,0,0,0,1008426
A-748886,0,0,1,0,0,0,0,0,0,0,0,1,1008285
A-748887,0,0,0,0,0,0,0,0,4,0,0,0,1008377
A-748888,0,0,0,0,0,0,0,0,3,0,0,0,995470
A-748889,0,0,0,1,0,0,0,0,3,0,0,0,977474
A-748890,0,0,0,0,0,0,0,0,2,0,0,1,1008324
A-748891,0,0,1,0,1,0,0,0,1,0,0,0,1008369
A-748892,0,0,0,1,0,0,0,0,1,0,0,0,1008363
A-748893,0,0,0,0,0,0,0,0,1,1,0,1,1002752
A-748894,0,0,0,1,0,0,0,0,3,0,0,0,1002396
A-748895,0,0,0,0,0,0,1,0,2,0,0,0,1008133
A-748896,0,0,0,0,0,0,0,0,2,1,0,0,1001708
A-748897,0,0,0,0,0,0,0,0,1,1,0,1,1008126
A-748898,0,0,0,1,0,0,0,0,3,0,0,0,1008273
A-748899,0,0,0,0,1,0,0,1,0,0,0,1,1008115
A-748900,0,0,0,0,0,1,0,0,3,0,0,1,1008119
A-748901,0,0,0,0,0,0,0,0,1,0,0,2,1008242
A-748902,0,0,0,1,0,0,0,0,0,0,0,2,1008267
A-748903,0,0,0,0,0,1,0,0,1,0,0,1,1008099
A-748904,2,0,0,0,0,0,0,0,1,0,0,0,1008254
A-748905,0,0,0,0,0,0,0,0,2,0,0,0,1007899
A-748906,1,0,0,0,0,0,0,0,0,0,0,1,990249
A-748907,0,0,0,2,0,1,0,0,0,0,0,0,1008068
A-748908,0,0,0,0,0,0,0,0,3,0,0,0,1008057
A-748909,0,0,0,0,0,0,0,0,0,0,0,1,1005957
A-748910,0,0,0,2,0,0,0,0,1,0,0,0,879841
A-748911,0,0,0,0,0,0,0,1,2,0,0,1,1008194
A-748912,0,0,0,0,1,0,0,0,1,0,0,0,1008020
A-748913,0,0,1,0,0,0,0,1,3,0,0,0,999681
A-748914,1,0,0,0,0,0,0,1,1,0,0,0,1007997
A-748915,0,0,1,0,0,0,0,1,0,0,0,1,1008165
A-748916,1,0,1,0,0,0,0,0,0,0,0,0,1007959
A-748917,0,0,1,0,0,0,0,0,2,0,0,0,1001205
A-748918,0,0,2,0,0,0,0,0,4,0,0,0,1007951
A-748919,0,0,0,1,0,0,0,1,0,0,0,0,1007932
A-748920,0,0,0,0,0,0,0,1,0,0,0,2,1007926
A-748921,0,0,0,0,0,1,0,1,1,0,0,0,983769
A-748922,0,0,0,0,0,0,1,0,1,0,0,0,1007751
A-748923,0,0,1,0,0,0,0,1,1,0,0,1,1007918
A-748924,0,0,0,0,0,0,1,0,4,0,0,0,1006291
A-748925,1,0,0,0,1,0,0,0,1,0,0,0,985200
A-748926,0,0,0,0,0,0,0,0,0,0,0,0,1007892
A-748927,0,0,0,1,0,0,1,0,0,0,0,1,1007711
A-748928,0,0,2,0,0,0,0,1,0,0,0,0,1007871
A-748929,0,0,0,0,0,0,1,0,0,1,0,0,1007695
A-748930,0,0,1,0,0,0,0,0,1,0,0,0,1007839
A-748931,0,0,0,0,1,0,0,0,4,0,0,0,999502
A-748932,0,0,0,0,0,0,0,0,2,0,0,0,1007073
A-748933,0,0,1,0,0,0,0,0,1,1,0,0,1007826
A-748934,0,0,0,1,0,0,0,0,0,0,0,1,1007647
A-748935,1,0,0,0,0,0,0,0,1,0,0,1,997316
A-748936,0,0,1,0,0,0,0,0,2,0,0,1,990658
A-748937,0,0,0,0,0,0,0,0,0,0,0,4,1007619
A-748938,0,0,1,0,0,0,0,0,1,0,0,0,1007778
A-748939,0,0,0,1,0,0,0,1,0,0,0,1,971035
A-748940,0,0,1,0,0,0,0,0,2,0,0,0,1007539
A-748941,0,0,1,0,0,0,0,0,1,0,0,0,1007331
A-748942,1,0,0,0,0,0,0,2,0,0,0,0,1007317
A-748943,0,0,1,1,1,0,0,0,0,0,0,0,1007519
A-748944,0,0,0,1,0,0,0,0,0,0,0,2,1007502
A-748945,0,0,1,1,0,0,0,0,1,0,0,0,1007513
A-748946,1,0,0,0,0,0,0,0,1,0,0,0,999666
A-748947,0,0,1,0,0,0,0,0,3,0,0,1,1007397
A-748948,0,0,0,0,1,0,0,0,2,0,0,1,1007488
A-748949,0,0,0,0,0,0,0,1,1,0,0,1,1007473
A-748950,1,0,0,1,0,0,0,0,0,0,0,1,1007291
A-748951,0,0,1,0,0,0,0,0,0,0,0,1,1007268
A-748952,0,0,0,0,0,0,0,0,5,0,0,1,1005939
A-748953,0,0,1,0,0,0,0,1,1,0,0,1,1007257
A-748954,0,0,0,0,0,0,0,0,6,0,0,0,1006430
A-748955,0,0,0,0,0,0,0,0,1,0,0,1,1007428
A-748956,0,0,2,0,0,0,0,0,2,0,0,0,993472
A-748957,0,0,1,0,0,0,0,0,1,0,0,0,1007423
A-748958,0,0,0,0,0,1,0,0,3,0,0,0,1007228
A-748959,0,0,0,2,0,0,0,0,2,0,0,0,1007408
A-748960,0,0,0,0,1,0,0,0,4,0,0,0,1007404
A-748961,0,0,0,0,0,0,0,0,2,0,0,1,1007209
A-748962,0,0,2,0,0,0,0,0,1,0,0,1,1007211
A-748963,0,0,0,0,0,0,0,0,5,0,0,0,1007386
A-748964,0,0,3,0,0,0,0,0,4,0,0,0,994720
A-748965,0,0,0,0,0,0,0,0,1,0,0,2,1006766
A-748966,0,0,0,0,0,0,0,0,4,0,0,1,1007379
A-748967,0,0,0,1,0,0,0,0,1,0,0,1,1006327
A-748968,0,0,0,0,3,0,0,0,3,0,0,0,1007154
A-748969,1,0,0,0,0,0,0,1,0,0,0,0,928898
A-748970,0,0,0,0,0,0,0,0,1,0,0,0,1007126
A-748971,0,0,0,0,0,0,0,0,0,0,0,0,1006907
A-748972,0,0,0,0,0,0,0,0,0,0,0,0,1006918
A-748973,0,0,2,0,0,0,0,0,3,0,0,0,1007103
A-748974,0,0,0,0,0,0,0,2,0,0,0,1,1000208
A-748975,0,0,1,0,0,0,0,0,5,0,0,0,1007086
A-748976,0,0,0,1,0,0,0,0,5,0,0,0,1006771
A-748977,0,0,0,0,0,0,0,0,1,0,0,1,1006875
A-748978,0,0,0,0,0,0,0,0,0,0,0,1,1007070
A-748979,0,0,0,0,0,0,0,0,3,0,0,0,1002882
A-748980,0,0,0,0,0,0,0,1,0,0,0,0,1006885
A-748981,0,0,0,0,0,0,0,0,5,0,0,0,1000794
A-748982,0,0,1,0,0,0,0,0,0,0,0,2,1006618
A-748983,1,0,0,0,1,0,0,0,0,0,0,1,1007042
A-748984,0,0,0,0,1,0,0,0,0,0,0,0,1006845
A-748985,0,0,0,0,0,0,0,0,1,0,0,0,1004131
A-748986,0,0,0,0,0,0,0,0,1,0,0,1,1007014
A-748987,0,0,0,0,0,0,0,0,1,0,0,0,1007010
A-748988,0,0,0,0,0,0,0,0,2,0,0,0,1006824
A-748989,0,0,0,0,0,0,0,0,3,0,0,0,1007009
A-748990,0,0,0,0,0,0,0,0,2,0,0,0,1006812
A-748991,0,0,0,0,0,0,0,0,1,0,0,0,1006806
A-748992,0,0,1,0,0,0,0,0,0,0,0,0,1002546
A-748993,0,0,0,0,0,0,0,0,0,0,0,0,1006769
A-748994,0,0,0,0,0,0,1,0,1,0,0,0,1006607
A-748995,0,0,0,0,0,0,0,0,3,0,0,0,1006616
A-748996,0,0,0,0,0,0,0,0,0,0,0,1,1006411
A-748997,0,0,2,0,0,0,0,0,0,0,0,0,1006405
A-748998,0,0,1,0,0,0,0,1,2,0,0,0,1006397
A-748999,0,0,2,0,0,0,0,0,0,0,0,0,1006590
A-749000,1,0,0,0,0,0,0,0,1,0,0,0,1006398
A-749001,0,0,0,0,0,0,0,0,2,0,0,0,1006581
A-749002,0,0,0,0,0,0,0,0,0,0,0,2,1006579
A-749003,0,0,0,1,1,0,0,1,1,0,0,0,1002142
A-749004,0,0,1,0,0,0,0,1,1,0,0,0,1006377
A-749005,0,0,0,0,0,1,0,0,1,0,0,0,1006387
A-749006,0,0,3,0,0,0,0,0,2,0,0,0,1004496
A-749007,0,0,0,1,0,0,0,0,1,0,0,0,1006564
A-749008,0,0,0,0,0,0,0,0,1,0,0,0,1006158
A-749009,0,0,0,0,0,2,0,0,0,0,0,2,1006372
A-749010,0,0,0,0,0,0,0,0,0,0,0,1,1006364
A-749011,0,0,0,0,0,0,0,0,0,0,0,0,1006371
A-749012,0,0,0,0,0,0,0,0,3,0,0,0,1006338
A-749013,1,0,0,1,0,0,0,0,0,0,0,0,1006331
A-749014,0,0,1,0,0,0,0,0,1,0,0,0,980234
A-749015,0,0,0,0,1,0,0,1,1,0,0,0,1004491
A-749016,1,0,0,0,0,0,0,1,2,0,0,0,1006119
A-749017,0,0,0,0,0,0,0,0,0,0,0,1,1006114
A-749018,0,0,0,0,0,0,0,1,0,0,0,0,1006322
A-749019,0,0,0,0,0,0,0,0,2,1,0,1,997558
