Vehicle ID,motor_cycle,truck_small,truck_large,bus,taxi,bicycle,scooter,pedestrian,inanimate,train,tram,vehicle_other,Driver_id
A-758140,0,0,0,0,0,0,0,0,0,0,1,0,784436
A-758141,0,0,0,0,0,1,0,0,0,0,0,0,781104
A-758142,0,0,2,0,0,0,0,0,0,0,0,0,780110
A-758143,0,0,0,0,2,0,0,0,0,0,0,2,784380
A-758144,0,1,0,0,0,0,0,0,0,0,0,0,784358
A-758145,0,0,0,0,0,1,0,0,0,0,0,0,784317
A-758146,0,2,0,0,0,0,0,0,0,0,0,0,784126
A-758147,0,0,0,0,0,1,0,0,0,0,0,0,784305
A-758148,0,1,0,0,0,0,0,0,0,0,0,1,784270
A-758149,0,0,0,0,0,0,0,0,0,0,0,2,782172
A-758150,1,0,0,0,0,1,0,0,0,0,0,0,784255
A-758151,0,0,1,0,0,0,0,0,0,0,0,0,781309
A-758152,0,0,0,0,0,1,0,0,0,0,0,0,784157
A-758153,0,0,0,0,0,0,0,0,0,0,0,0,767098
A-758154,0,0,0,0,0,0,0,0,0,0,1,0,784172
A-758155,0,0,2,1,0,0,0,0,0,0,0,0,784065
A-758156,0,2,1,0,0,0,0,0,0,0,0,0,780946
A-758157,0,1,0,0,0,0,0,0,0,0,1,0,784098
A-758158,1,0,0,0,0,0,0,0,0,0,0,0,784101
A-758159,0,0,0,0,0,0,0,0,0,0,1,0,783983
A-758160,0,1,0,0,1,1,0,0,0,0,0,0,783582
A-758161,0,0,0,1,0,0,0,0,0,0,0,0,782699
A-758162,0,0,0,1,0,0,0,0,0,0,0,0,784060
A-758163,0,0,1,0,0,0,0,0,0,0,0,0,783997
A-758164,1,0,1,0,0,0,0,0,0,0,0,0,783990
A-758165,3,0,0,0,0,0,0,0,0,0,0,0,782454
A-758166,0,0,0,0,0,0,0,0,0,0,0,0,783962
A-758167,0,0,2,0,0,0,0,0,0,0,0,1,783904
A-758168,0,0,0,0,2,0,0,0,0,0,0,0,783884
A-758169,0,0,0,1,0,0,0,0,0,0,0,0,782960
A-758170,0,0,1,0,0,1,0,0,0,0,1,0,783836
A-758171,0,0,0,0,0,0,0,0,0,0,2,0,782989
A-758172,0,0,0,0,0,0,0,0,0,0,0,0,776969
A-758173,0,0,1,0,0,2,0,0,0,0,0,0,783423
A-758174,0,0,1,0,3,0,0,0,0,0,0,0,760372
A-758175,0,0,0,0,0,1,1,0,0,0,0,0,783731
A-758176,0,0,0,0,0,0,0,0,0,0,2,0,783697
A-758177,0,0,1,1,0,0,0,0,0,0,0,0,783614
A-758178,0,0,2,0,0,0,0,0,0,0,0,1,783587
A-758179,0,0,1,0,0,0,0,0,0,0,1,0,783561
A-758180,0,0,1,0,0,0,0,0,0,1,0,0,782697
A-758181,0,0,0,1,0,0,0,0,0,0,0,0,783521
A-758182,0,1,0,0,0,0,0,0,0,0,0,0,783520
A-758183,0,2,1,0,0,0,0,0,0,0,0,0,783437
A-758184,0,0,3,0,0,0,0,0,0,0,0,0,783244
A-758185,0,0,0,0,0,0,1,0,0,0,0,1,783326
A-758186,0,0,0,0,0,0,0,0,0,0,0,2,783320
A-758187,0,0,0,0,0,0,0,0,0,0,0,0,783190
A-758188,0,0,1,0,1,0,0,0,0,0,0,1,783299
A-758189,0,2,0,0,0,0,0,0,0,0,0,0,782615
A-758190,0,0,0,1,3,0,0,0,0,0,0,0,782706
A-758191,0,0,0,0,0,1,0,0,0,0,0,1,783229
A-758192,0,0,0,0,0,0,0,0,0,0,0,0,780343
A-758193,0,1,1,0,0,0,0,0,0,0,0,1,783175
A-758194,0,0,0,0,0,0,0,0,0,0,0,0,783166
A-758195,0,0,0,0,0,0,0,0,0,0,0,0,783174
A-758196,0,0,1,0,1,0,0,0,0,0,0,0,783173
A-758197,6,0,0,0,0,0,0,0,0,0,0,0,782188
A-758198,0,1,0,0,0,0,0,0,0,1,0,0,783144
A-758199,0,0,0,0,0,1,1,0,0,0,0,0,783094
A-758200,0,0,0,0,0,0,0,0,0,1,0,0,762855
A-758201,1,0,0,0,0,0,0,0,0,0,0,0,783011
A-758202,0,0,0,0,2,0,0,0,0,0,0,0,783020
A-758203,0,0,0,0,0,0,0,0,0,0,0,2,776165
A-758204,0,1,0,0,0,0,1,0,0,0,0,0,781040
A-758205,1,1,0,0,0,0,0,0,0,0,0,1,782563
A-758206,0,1,0,0,0,0,0,0,0,0,0,0,765006
A-758207,0,0,0,0,0,0,0,0,0,1,0,0,782922
A-758208,0,1,0,0,0,0,0,0,0,0,0,1,782575
A-758209,0,0,1,0,0,0,0,0,0,0,0,1,781284
A-758210,0,0,0,0,0,0,0,0,0,0,0,0,782417
A-758211,0,0,1,0,0,0,0,0,0,0,0,1,782425
A-758212,0,0,1,0,0,0,0,0,0,0,0,0,782787
A-758213,0,0,1,0,0,0,0,0,0,0,0,0,782727
A-758214,1,0,0,0,0,0,0,0,0,0,0,1,770268
A-758215,0,1,0,0,1,0,0,0,0,0,0,0,782749
A-758216,0,0,0,0,0,0,0,0,0,0,0,0,781920
A-758217,1,0,0,0,0,2,0,0,0,0,0,0,782387
A-758218,0,0,0,0,0,0,0,0,0,0,0,0,782644
A-758219,0,0,0,0,2,0,0,0,0,0,0,0,782593
A-758220,0,0,0,0,0,0,0,0,0,0,0,1,782574
A-758221,1,0,0,0,1,0,0,0,0,0,0,0,782572
A-758222,1,0,1,0,0,0,0,0,0,0,0,0,782561
A-758223,0,0,1,0,0,0,0,0,0,0,0,0,782543
A-758224,0,0,0,0,0,0,0,0,0,1,0,0,782531
A-758225,0,0,0,0,0,0,0,0,0,0,0,2,782519
A-758226,0,0,0,0,1,1,0,0,0,0,0,1,739203
A-758227,0,0,1,0,0,0,0,0,0,0,0,0,782520
A-758228,0,0,2,1,0,0,0,0,0,0,0,0,782475
A-758229,0,0,0,0,0,0,0,0,0,0,0,0,780854
A-758230,1,1,0,0,0,0,0,0,0,0,0,0,782134
A-758231,0,0,0,0,0,1,0,0,0,0,0,0,782282
A-758232,0,1,0,0,1,0,0,0,0,0,0,0,781191
A-758233,0,1,2,0,0,0,0,0,0,0,0,0,781712
A-758234,0,0,0,0,0,2,0,0,0,0,0,0,782418
A-758235,3,0,0,0,0,0,0,0,0,0,0,0,762898
A-758236,0,0,0,0,1,0,0,0,0,0,0,0,782394
A-758237,0,0,0,1,0,0,0,0,0,0,0,0,782264
A-758238,0,1,1,1,0,0,0,0,0,0,0,0,768211
A-758239,1,0,1,0,0,0,0,0,0,0,0,0,763616
A-758240,0,0,0,1,0,0,0,0,0,0,0,0,782365
A-758241,0,0,1,0,0,0,0,0,0,0,0,0,777608
A-758242,0,0,3,0,0,0,0,0,0,0,0,0,782324
A-758243,0,0,1,0,0,0,0,0,0,0,0,1,780516
A-758244,0,0,0,0,0,0,0,0,0,0,0,0,782311
A-758245,0,1,0,0,0,0,0,0,0,0,0,0,778772
A-758246,0,1,1,0,0,0,0,0,0,0,0,0,782285
A-758247,0,0,0,0,2,0,0,0,0,0,0,1,781775
A-758248,0,0,0,0,0,6,0,0,0,0,0,0,778510
A-758249,0,0,0,0,1,0,0,0,0,0,0,1,782260
A-758250,0,0,1,0,1,0,0,0,0,0,0,0,781824
A-758251,0,0,0,0,0,0,0,0,0,0,0,3,771915
A-758252,0,0,0,0,1,0,0,0,0,0,1,0,782199
A-758253,0,0,1,0,0,0,0,0,0,0,0,0,782177
A-758254,0,0,1,0,0,0,0,0,0,0,0,1,782162
A-758255,0,0,0,0,2,0,0,0,0,0,1,0,782129
A-758256,0,2,0,0,0,0,0,0,0,0,0,1,781706
A-758257,0,0,1,0,0,0,0,0,0,0,0,1,763947
A-758258,0,0,0,0,1,0,0,0,0,0,0,0,751733
A-758259,0,1,1,0,0,0,0,0,0,0,0,0,732187
A-758260,0,0,0,0,0,0,0,0,0,0,0,0,781952
A-758261,0,0,0,0,0,0,0,0,1,0,0,0,782088
A-758262,0,0,0,0,0,0,0,0,0,0,0,0,779779
A-758263,0,0,1,0,0,0,0,0,0,0,0,1,782049
A-758264,0,0,1,1,0,0,0,0,0,0,0,0,782043
A-758265,0,0,2,0,0,0,0,0,0,0,0,0,782041
A-758266,0,0,0,0,0,0,0,0,0,0,0,2,782026
A-758267,0,1,1,0,0,0,0,0,0,0,0,0,782020
A-758268,0,0,0,0,1,0,0,0,0,0,0,0,782008
A-758269,0,1,0,0,0,0,0,0,0,0,0,0,781998
A-758270,0,0,0,0,0,0,1,0,0,0,0,0,781211
A-758271,1,0,0,0,0,0,0,0,0,0,0,0,782002
A-758272,0,0,1,0,0,0,1,0,0,0,0,0,781975
A-758273,1,0,0,0,0,0,0,0,0,0,0,0,781904
A-758274,0,1,0,0,0,0,0,0,0,0,0,0,778627
A-758275,0,0,1,0,1,0,1,0,0,0,0,0,781842
A-758276,0,0,0,1,0,1,0,0,0,0,0,0,781808
A-758277,0,0,1,0,0,0,0,0,0,0,0,0,780008
A-758278,0,0,3,0,0,0,0,0,0,0,0,0,781807
A-758279,0,0,3,0,0,0,0,0,0,0,0,0,781781
A-758280,0,0,0,1,0,0,0,0,0,0,0,0,776097
A-758281,0,0,0,0,0,0,0,0,0,0,0,0,781758
A-758282,0,0,0,0,0,0,0,0,0,0,0,2,780521
A-758283,0,1,0,0,0,0,0,0,0,0,0,2,781687
A-758284,0,1,1,0,0,0,0,0,0,0,0,0,781660
A-758285,0,1,0,0,0,0,0,0,0,0,0,0,781666
A-758286,0,0,0,1,0,3,0,0,0,0,0,0,781648
A-758287,0,0,0,0,0,0,0,0,0,0,1,0,779366
A-758288,0,0,0,0,0,0,0,0,0,0,0,0,781548
A-758289,0,0,0,0,4,0,0,0,0,0,0,0,781514
A-758290,0,0,0,0,0,1,0,0,0,0,0,0,781559
A-758291,0,0,0,0,0,8,0,0,0,0,0,0,781558
A-758292,1,0,1,0,0,0,0,0,0,0,0,1,781524
A-758293,0,0,0,0,0,0,0,0,0,0,0,1,775014
A-758294,0,0,0,0,0,1,0,0,0,0,0,0,779908
A-758295,4,0,0,0,0,0,1,0,0,0,0,0,780159
A-758296,0,0,0,0,0,1,0,0,0,0,0,0,778175
A-758297,1,0,0,0,0,0,0,0,0,0,0,2,779076
A-758298,0,0,0,0,2,0,1,0,0,0,0,0,781367
A-758299,0,0,0,0,0,0,0,0,0,1,0,0,781388
A-758300,0,0,0,0,0,0,0,0,0,0,0,1,781387
A-758301,0,0,0,0,0,0,0,0,0,0,0,1,781407
A-758302,0,0,0,0,0,0,0,0,0,0,2,0,781375
A-758303,0,0,0,0,0,2,0,0,0,0,0,0,781366
A-758304,0,0,0,0,0,0,0,0,0,0,0,2,781360
A-758305,0,0,3,0,0,0,0,0,0,0,0,0,781320
A-758306,0,1,0,0,0,0,0,0,0,0,0,0,780547
A-758307,0,1,0,0,0,0,0,0,0,0,0,0,779386
A-758308,0,0,1,0,0,0,0,0,0,0,0,1,781306
A-758309,1,0,0,0,0,0,0,0,0,0,0,0,781298
A-758310,0,0,0,0,0,0,0,0,0,0,0,0,741724
A-758311,0,1,1,0,1,0,0,0,0,0,0,0,781269
A-758312,2,0,0,0,0,0,0,0,0,0,0,1,779693
A-758313,0,0,0,0,0,0,0,0,0,0,0,0,774690
A-758314,0,0,0,1,0,0,0,0,0,0,0,0,781189
A-758315,0,1,0,0,0,0,0,0,0,0,0,0,781217
A-758316,0,0,0,0,0,0,0,0,0,0,1,0,781160
A-758317,0,0,1,0,1,0,0,0,0,0,0,0,781089
A-758318,0,0,0,0,0,0,0,0,0,0,0,1,781054
A-758319,0,1,0,0,0,1,0,0,0,0,0,0,781044
A-758320,1,0,1,0,0,0,0,0,0,0,0,0,780796
A-758321,0,0,2,0,0,0,0,0,0,0,0,0,780992
A-758322,0,0,0,0,1,1,0,0,1,0,0,0,774349
A-758323,0,1,0,0,0,0,0,0,1,0,0,0,780910
A-758324,0,0,1,0,0,0,0,0,0,0,0,1,780905
A-758325,1,0,0,1,0,0,0,0,0,0,0,0,780884
A-758326,0,0,0,0,0,0,0,0,0,0,0,0,776960
A-758327,0,0,2,0,0,0,0,0,0,0,0,0,780798
A-758328,0,2,1,0,0,0,0,0,0,0,0,0,778831
A-758329,0,0,0,0,0,4,0,0,0,0,0,0,780369
A-758330,0,0,4,0,0,0,0,0,0,0,0,0,780797
A-758331,0,0,0,0,0,0,0,0,0,0,0,2,774938
A-758332,0,0,0,0,0,0,0,0,0,0,0,0,780781
A-758333,0,0,0,0,0,0,1,0,0,0,1,0,780809
A-758334,0,1,1,0,0,0,0,0,0,0,0,0,778789
A-758335,0,1,0,0,0,1,0,0,0,0,1,0,780636
A-758336,0,1,0,1,0,0,0,0,0,0,0,0,780598
A-758337,0,0,0,0,0,0,0,0,0,0,0,0,736716
A-758338,0,0,0,0,1,0,0,0,0,0,0,0,780642
A-758339,0,0,0,0,0,0,0,0,0,0,1,1,780578
A-758340,0,0,0,0,0,3,0,0,0,0,0,1,780585
A-758341,0,0,2,0,0,0,0,0,0,0,0,0,780490
A-758342,0,0,1,0,0,0,0,0,0,0,0,0,780524
A-758343,0,0,1,0,0,0,0,0,0,0,0,0,780445
A-758344,0,0,0,0,0,0,0,0,0,0,0,0,771778
A-758345,0,0,0,0,0,0,0,0,0,0,0,1,780509
A-758346,0,0,3,0,0,0,0,0,0,0,0,0,780493
A-758347,0,0,0,1,0,0,0,0,0,0,0,1,780472
A-758348,0,0,3,0,0,0,0,0,0,0,0,0,779365
A-758349,0,0,1,1,0,0,0,0,0,0,0,0,772806
A-758350,0,0,1,0,0,0,0,0,0,0,0,0,779812
A-758351,0,1,1,0,0,0,0,0,0,0,0,0,780385
A-758352,0,0,1,0,0,0,0,0,0,0,0,0,780371
A-758353,0,0,0,0,0,2,0,0,0,0,0,0,779039
A-758354,0,1,0,0,0,0,0,0,0,0,0,1,780361
A-758355,0,0,0,1,0,0,0,0,0,0,1,0,768835
A-758356,0,1,0,0,0,0,0,0,0,0,0,1,780284
A-758357,0,0,2,0,0,0,0,0,0,0,0,1,778770
A-758358,0,0,0,0,0,0,0,0,0,0,0,0,780227
A-758359,1,0,0,0,2,0,0,0,0,0,0,0,779107
A-758360,0,1,0,0,1,0,0,0,0,0,0,0,780245
A-758361,0,1,0,0,0,0,0,0,0,0,0,0,779855
A-758362,0,1,0,0,0,0,0,0,0,0,0,1,780193
A-758363,0,0,0,0,0,0,0,0,0,0,0,0,780179
A-758364,0,0,0,0,0,0,0,0,0,0,0,0,780147
A-758365,0,0,0,0,0,0,0,0,0,0,0,0,753703
A-758366,0,0,1,0,0,0,0,0,0,0,0,1,777747
A-758367,3,0,0,0,0,0,0,0,0,0,0,0,780087
A-758368,0,0,0,0,0,0,0,0,0,0,0,0,778714
A-758369,0,1,1,0,0,0,0,0,0,0,0,1,780079
A-758370,0,0,2,0,0,0,0,0,0,0,0,0,780011
A-758371,1,0,0,0,0,0,0,0,0,0,0,1,571647
A-758372,0,0,0,0,0,0,0,0,0,0,0,0,779894
A-758373,0,1,1,0,0,0,0,0,0,0,0,0,779182
A-758374,1,0,0,0,0,0,0,0,0,0,0,1,770771
A-758375,0,0,1,0,1,0,0,0,0,0,0,0,773205
A-758376,0,0,1,1,0,0,0,0,0,0,0,0,779840
A-758377,0,0,0,0,0,0,0,0,0,0,0,0,778195
A-758378,0,0,0,0,0,3,0,0,0,0,0,0,750759
A-758379,1,0,0,0,1,0,0,0,0,0,0,0,779684
A-758380,0,1,2,0,0,0,0,0,0,0,0,0,779274
A-758381,0,0,0,0,0,0,1,0,0,0,0,1,779764
A-758382,0,1,0,0,1,0,0,0,0,0,0,0,779520
A-758383,0,0,0,0,0,0,0,0,0,0,0,0,778303
A-758384,0,0,0,0,0,0,0,0,0,0,0,1,779713
A-758385,0,0,0,0,0,0,0,0,0,0,1,0,778646
A-758386,0,0,0,0,0,0,0,0,0,0,0,0,779691
A-758387,0,0,0,0,0,0,0,0,0,0,0,0,779680
A-758388,0,0,0,0,0,0,0,0,0,0,0,0,779667
A-758389,0,3,0,0,0,0,0,0,0,0,0,0,779459
A-758390,0,2,0,0,0,0,0,0,0,0,0,0,779656
A-758391,0,0,2,0,0,0,0,0,0,0,0,0,751748
A-758392,0,1,1,0,0,0,0,0,0,0,0,0,774335
A-758393,0,0,0,2,0,0,0,0,0,0,0,0,779448
A-758394,0,2,0,0,0,0,0,0,0,0,0,0,779485
A-758395,0,0,0,0,0,0,0,0,0,0,0,2,779487
A-758396,0,0,0,0,0,0,0,0,0,0,0,1,778955
A-758397,0,0,1,0,0,1,0,0,0,0,0,0,777639
A-758398,0,0,1,0,0,0,0,0,0,0,0,0,779432
A-758399,1,0,0,0,0,0,0,0,0,0,0,0,763611
A-758400,0,0,0,0,0,0,0,0,0,0,0,0,779419
A-758401,0,0,0,0,0,0,0,0,0,0,0,0,779411
A-758402,0,0,0,3,0,0,0,0,0,0,0,0,779319
A-758403,2,1,0,0,0,0,0,0,0,0,0,0,779346
A-758404,0,2,0,0,0,0,0,0,0,0,0,0,778653
A-758405,0,0,0,1,0,0,0,0,0,1,0,0,778768
A-758406,1,1,0,0,0,0,0,0,0,0,0,0,778042
A-758407,0,0,1,1,0,0,0,0,0,0,0,0,779326
A-758408,0,0,1,0,0,1,0,0,0,0,0,0,761131
A-758409,0,0,0,0,0,0,0,0,0,0,0,0,779275
A-758410,1,0,1,0,1,0,0,0,0,0,0,0,779278
A-758411,0,0,2,0,0,0,0,0,0,0,0,0,779272
A-758412,1,1,0,0,0,0,0,0,0,0,0,1,779220
A-758413,0,0,3,0,0,0,0,0,0,0,0,0,779255
A-758414,0,2,0,0,0,0,0,0,0,0,0,0,778951
A-758415,0,1,0,0,0,0,0,0,0,0,0,0,779194
A-758416,1,0,0,0,1,0,0,0,0,0,0,0,779179
A-758417,0,0,2,0,0,0,0,0,0,0,0,0,749298
A-758418,0,1,2,0,0,0,0,0,0,0,0,0,779144
A-758419,0,0,0,0,0,0,0,0,0,0,0,1,779062
A-758420,5,0,0,0,0,0,0,0,0,0,0,0,779051
A-758421,1,1,0,0,0,0,0,0,0,0,0,0,775593
A-758422,0,0,0,0,0,1,0,0,0,0,0,0,776394
A-758423,0,0,0,0,0,0,0,0,0,0,0,1,778997
A-758424,1,0,0,0,0,0,0,0,0,0,0,1,779022
A-758425,0,0,0,0,0,0,0,0,0,0,0,0,777765
A-758426,0,0,0,0,0,4,0,0,0,0,0,0,768168
A-758427,0,0,2,0,0,0,0,0,0,0,1,0,778976
A-758428,0,0,0,0,0,5,0,0,0,0,0,0,778974
A-758429,0,0,2,0,1,0,0,0,0,0,0,0,777791
A-758430,0,0,1,0,0,0,0,0,0,0,0,0,778906
A-758431,0,3,0,0,0,0,0,0,0,0,0,0,778904
A-758432,0,1,0,0,0,0,0,0,0,0,0,1,777972
A-758433,0,0,1,0,0,0,0,0,0,0,0,2,778154
A-758434,0,0,0,0,0,0,0,0,0,0,0,0,778837
A-758435,0,1,0,0,0,0,0,0,0,0,0,0,778827
A-758436,0,0,1,0,0,0,0,0,0,0,0,0,778810
A-758437,1,0,1,0,0,0,0,0,0,0,0,0,778747
A-758438,1,0,0,0,0,0,0,0,1,0,0,0,768820
A-758439,0,0,1,0,0,0,0,0,0,0,0,0,777876
A-758440,0,0,0,0,0,4,0,0,0,0,0,1,771198
A-758441,0,1,0,1,0,0,0,0,0,0,0,0,778713
A-758442,1,0,0,0,0,0,0,0,0,0,0,1,766990
A-758443,0,4,0,0,0,0,0,0,0,0,0,0,777508
A-758444,0,1,1,0,0,0,0,0,0,0,0,0,778677
A-758445,0,0,0,0,0,7,0,0,0,0,0,0,771055
A-758446,0,1,0,0,0,0,0,0,0,0,0,0,778440
A-758447,0,0,0,0,0,0,0,0,0,0,0,0,775926
A-758448,0,0,2,0,0,0,0,0,0,0,0,0,778610
A-758449,2,1,0,0,0,0,0,0,0,0,0,0,774447
A-758450,0,0,0,0,0,0,0,0,0,0,0,1,778604
A-758451,0,0,0,0,0,0,0,0,0,0,0,0,778616
A-758452,0,0,0,0,0,0,0,1,1,0,0,0,778529
A-758453,0,0,0,0,0,0,0,0,3,0,0,0,778517
A-758454,0,0,0,0,0,0,0,0,2,0,0,0,778495
A-758455,0,0,0,0,0,0,0,1,0,0,0,1,778480
A-758456,0,0,1,0,1,0,0,1,0,0,0,0,778478
A-758457,0,0,0,0,2,0,0,0,1,0,0,0,778457
A-758458,1,0,1,0,0,0,0,0,2,0,0,0,778432
A-758459,0,0,0,1,0,0,0,1,0,0,0,1,778240
A-758460,0,0,0,0,0,1,0,0,2,0,0,0,778424
A-758461,1,0,0,0,0,0,0,1,1,0,0,0,778410
A-758462,0,0,0,0,0,0,0,0,3,0,0,1,778387
A-758463,0,0,0,1,1,0,0,0,1,0,0,0,778329
A-758464,0,0,0,0,0,0,0,1,1,0,0,0,778309
A-758465,0,0,2,0,0,0,0,0,2,0,0,0,778300
A-758466,0,0,0,0,1,0,0,1,0,0,0,0,778248
A-758467,0,0,0,1,0,0,0,0,1,0,0,1,778280
A-758468,0,0,0,0,0,0,0,1,3,0,0,0,750374
A-758469,0,0,0,0,0,0,0,1,3,0,0,0,778237
A-758470,0,0,1,0,0,0,0,0,3,0,0,0,778212
A-758471,0,0,1,0,0,0,0,0,3,0,0,0,778150
A-758472,0,0,1,0,0,0,0,0,1,0,0,0,768047
A-758473,0,0,1,2,0,0,0,1,1,0,0,0,768319
A-758474,0,0,0,1,0,0,0,1,1,0,0,0,778203
A-758475,0,0,1,0,0,1,0,0,2,0,0,0,778156
A-758476,0,0,2,0,0,0,0,1,1,0,0,0,778127
A-758477,0,0,0,0,1,0,0,0,0,0,0,2,778172
A-758478,0,0,0,0,0,0,0,0,1,0,0,1,778167
A-758479,0,0,0,0,0,0,0,0,1,0,0,1,778171
A-758480,0,0,0,0,0,0,0,1,2,0,0,0,774927
A-758481,0,0,1,0,0,0,0,0,0,0,0,2,777838
A-758482,1,0,0,0,0,0,0,0,2,0,0,1,777801
A-758483,0,0,0,0,1,0,0,0,2,0,0,0,778111
A-758484,0,0,0,0,0,0,0,0,5,0,0,0,778090
A-758485,0,0,0,0,1,0,0,0,1,0,0,1,771744
A-758486,0,0,1,0,0,0,0,0,2,0,0,0,778086
A-758487,0,0,1,1,0,0,0,0,0,0,0,1,778066
A-758488,0,0,0,0,0,0,0,0,4,0,0,0,778050
A-758489,0,0,0,0,2,0,0,0,1,0,0,0,766483
A-758490,0,0,0,1,0,0,0,0,2,0,0,0,777955
A-758491,1,0,0,0,1,0,0,0,1,0,0,0,778012
A-758492,0,0,0,0,1,0,0,0,1,0,0,1,777985
A-758493,0,0,0,0,0,0,0,0,5,0,0,0,777904
A-758494,0,0,0,0,0,0,0,0,1,0,0,0,777932
A-758495,0,0,0,1,1,0,0,0,0,0,0,1,777929
A-758496,0,0,2,0,0,0,0,0,1,0,0,0,769216
A-758497,0,0,2,0,0,0,0,0,2,0,0,0,777898
A-758498,0,0,2,0,0,0,0,0,1,0,0,0,776214
A-758499,0,0,0,0,0,0,1,0,1,0,0,0,773030
A-758500,1,0,1,0,0,0,0,0,1,0,0,0,777779
A-758501,0,0,1,0,0,0,0,0,1,0,0,1,768861
A-758502,0,0,0,1,0,0,0,1,1,0,0,0,777849
A-758503,1,0,0,0,0,0,0,0,3,0,0,0,777854
A-758504,0,0,0,0,0,0,0,0,0,0,0,2,777855
A-758505,0,0,2,0,0,0,0,0,0,0,0,0,766104
A-758506,0,0,0,0,0,0,0,0,5,0,0,0,776333
A-758507,0,0,0,0,0,0,0,0,3,0,0,1,775388
A-758508,0,0,0,1,1,0,0,0,1,0,0,0,777826
A-758509,0,0,1,0,0,0,0,0,3,0,0,0,777816
A-758510,0,0,2,0,0,0,0,0,1,0,0,1,774577
A-758511,0,0,1,1,0,0,0,0,3,0,0,1,777671
A-758512,0,0,0,1,0,0,0,0,2,0,0,0,776126
A-758513,0,0,0,0,2,0,0,0,0,0,0,0,775639
A-758514,1,0,0,0,0,5,0,0,0,0,0,1,777770
A-758515,0,0,1,0,3,0,0,0,1,0,0,0,777741
A-758516,0,0,1,0,0,0,0,0,3,0,0,0,777771
A-758517,0,0,1,0,0,0,0,0,4,0,0,0,777758
A-758518,1,0,0,1,0,0,0,0,1,0,0,0,777761
A-758519,0,0,0,0,0,0,0,0,3,0,0,0,777763
A-758520,0,0,0,0,1,0,0,0,3,0,0,0,775542
A-758521,0,0,0,0,0,0,0,0,2,0,0,0,777710
A-758522,0,0,0,0,0,0,0,0,0,1,0,1,777693
A-758523,0,0,0,0,1,0,0,0,1,0,0,0,777688
A-758524,0,0,2,0,0,0,0,0,1,0,0,0,777634
A-758525,0,0,0,0,0,0,0,1,3,0,0,0,777683
A-758526,0,0,0,0,1,0,0,0,1,0,0,0,777661
A-758527,1,0,0,0,0,0,0,0,1,0,0,0,774719
A-758528,0,0,0,0,1,0,0,0,1,0,0,0,419640
A-758529,0,0,1,0,0,1,0,0,0,0,0,1,751329
A-758530,0,0,0,1,0,1,0,0,1,0,0,0,777581
A-758531,0,0,0,0,0,0,0,0,3,0,0,1,777541
A-758533,1,0,0,1,0,0,0,0,5,0,0,0,743336
A-758534,0,0,0,1,0,1,0,0,2,0,0,0,777519
A-758535,0,0,0,0,0,0,0,1,3,0,0,0,777509
A-758536,0,0,1,0,0,0,0,0,1,0,0,0,776534
A-758537,0,0,0,0,1,0,0,0,2,0,0,0,777500
A-758538,0,0,0,0,1,0,0,1,3,0,0,0,777487
A-758539,0,0,0,0,0,0,0,0,0,0,0,0,777448
A-758540,0,0,1,0,0,0,0,0,2,0,0,0,777445
A-758541,0,0,0,1,0,0,0,0,4,0,0,0,777340
A-758542,0,0,5,0,0,0,0,0,7,0,0,0,777380
A-758543,0,0,0,0,0,0,0,1,4,0,0,0,776594
A-758544,0,0,0,0,0,0,0,0,2,0,0,1,773467
A-758545,0,0,2,0,0,0,0,0,3,0,0,0,777143
A-758546,0,0,3,0,0,0,0,0,2,0,0,0,773002
A-758547,0,0,0,0,1,0,0,0,1,0,0,1,777293
A-758548,2,0,0,0,0,0,0,0,4,0,0,0,777303
A-758549,0,0,1,0,1,0,0,0,1,0,0,1,777296
A-758550,1,0,0,0,0,0,0,0,0,0,0,0,777271
A-758551,0,0,0,0,0,0,0,0,1,0,0,1,777252
A-758552,0,0,1,0,1,0,0,0,1,0,0,0,777239
A-758553,2,0,2,0,0,0,0,0,0,0,0,0,777226
A-758554,0,0,0,0,0,0,0,0,6,0,0,0,777217
A-758555,0,0,0,0,0,0,0,1,3,0,0,0,777066
A-758556,0,0,0,0,2,0,0,0,0,0,0,1,774240
A-758557,0,0,3,0,0,0,0,0,1,0,0,1,777181
A-758558,0,0,0,1,0,1,0,0,1,0,0,0,777134
A-758559,0,0,0,0,0,1,0,0,0,0,0,1,777151
A-758560,0,0,0,0,0,0,0,1,2,0,0,0,777141
A-758561,0,0,1,0,0,0,0,0,4,0,0,0,777138
A-758562,0,0,0,0,0,0,0,1,2,0,0,0,776742
A-758563,0,0,1,0,0,0,0,0,1,0,0,1,775556
A-758564,0,0,0,2,0,0,0,0,1,0,0,0,777019
A-758565,0,0,0,0,2,0,0,0,2,0,0,0,776948
A-758566,0,0,1,0,0,0,0,0,2,0,0,1,776995
A-758567,0,0,0,1,0,0,0,0,3,0,0,0,775547
A-758568,0,0,0,0,0,0,0,0,0,1,0,1,776743
A-758569,0,0,1,0,1,0,0,0,0,0,0,0,776238
A-758570,1,0,0,0,0,0,0,0,2,0,0,0,773228
A-758571,0,0,0,1,2,0,0,0,1,0,0,0,769917
A-758572,0,0,0,0,0,0,0,0,4,0,0,1,776809
A-758573,0,0,0,0,0,0,0,0,4,0,0,0,776778
A-758574,0,0,0,1,0,0,0,0,0,0,0,2,776776
A-758575,0,0,0,2,0,0,0,0,0,0,0,1,776673
